,Market,Submarket,Population,Start,Price,LTV,Loan,Equity,SOFR,Spread,Net_Rate
Providence - RI USA - New Bedford,Providence - RI,New Bedford,1686528.0,2024-12-31,324198.6803,0.6,194519.20818000002,129679.47212,0.0404,0.03,0.07039999999999999
Providence - RI USA - Northeastern Providence County,Providence - RI,Northeastern Providence County,1686528.0,2024-12-31,235526.974,0.6,141316.18439999997,94210.7896,0.0404,0.03,0.07039999999999999
Providence - RI USA - Outlying Bristol County,Providence - RI,Outlying Bristol County,1686528.0,2024-12-31,362713.5353,0.6,217628.12118,145085.41412,0.0404,0.03,0.07039999999999999
Providence - RI USA - Outlying Providence County,Providence - RI,Outlying Providence County,1686528.0,2024-12-31,175330.1975,0.6,105198.1185,70132.07900000001,0.0404,0.03,0.07039999999999999
Providence - RI USA - Southeastern Providence County,Providence - RI,Southeastern Providence County,1686528.0,2024-12-31,184263.6696,0.6,110558.20176,73705.46784,0.0404,0.03,0.07039999999999999
Providence - RI USA - Taunton,Providence - RI,Taunton,1686528.0,2024-12-31,430093.423,0.6,258056.0538,172037.36920000002,0.0404,0.03,0.07039999999999999
Providence - RI USA - Warwick/West Warwick,Providence - RI,Warwick/West Warwick,1686528.0,2024-12-31,171439.289,0.6,102863.5734,68575.7156,0.0404,0.03,0.07039999999999999
Providence - RI USA - Washington County,Providence - RI,Washington County,1686528.0,2024-12-31,336817.1071,0.6,202090.26426,134726.84284000003,0.0404,0.03,0.07039999999999999
Provo - UT USA - Central/South Utah County,Provo - UT,Central/South Utah County,745416.0,2024-12-31,177731.7187,0.6,106639.03121999999,71092.68748000001,0.0404,0.03,0.07039999999999999
Provo - UT USA - North Utah County,Provo - UT,North Utah County,745416.0,2024-12-31,275270.6127,0.6,165162.36761999998,110108.24508000001,0.0404,0.03,0.07039999999999999
Provo - UT USA - Orem,Provo - UT,Orem,745416.0,2024-12-31,256541.6021,0.6,153924.96125999998,102616.64084000001,0.0404,0.03,0.07039999999999999
Provo - UT USA - Provo,Provo - UT,Provo,745416.0,2024-12-31,225026.0321,0.6,135015.61926,90010.41284,0.0404,0.03,0.07039999999999999
Provo - UT USA - West Utah County,Provo - UT,West Utah County,745416.0,2024-12-31,202985.0853,0.6,121791.05118,81194.03412000001,0.0404,0.03,0.07039999999999999
Punta Gorda - FL USA - Outlying Charlotte County,Punta Gorda - FL,Outlying Charlotte County,206568.0,2024-12-31,202515.9785,0.6,121509.58709999999,81006.39140000001,0.0404,0.03,0.07039999999999999
Punta Gorda - FL USA - Port Charlotte,Punta Gorda - FL,Port Charlotte,206568.0,2024-12-31,201283.1647,0.6,120769.89881999999,80513.26588,0.0404,0.03,0.07039999999999999
Punta Gorda - FL USA - Punta Gorda,Punta Gorda - FL,Punta Gorda,206568.0,2024-12-31,254275.5039,0.6,152565.30234,101710.20156000002,0.0404,0.03,0.07039999999999999
Raleigh - NC USA - Downtown Raleigh,Raleigh - NC,Downtown Raleigh,1538954.0,2024-12-31,283960.653,0.6,170376.39179999998,113584.26120000001,0.0404,0.03,0.07039999999999999
Raleigh - NC USA - East Raleigh,Raleigh - NC,East Raleigh,1538954.0,2024-12-31,197436.0551,0.6,118461.63306,78974.42204,0.0404,0.03,0.07039999999999999
Raleigh - NC USA - Johnston County,Raleigh - NC,Johnston County,1538954.0,2024-12-31,211746.6375,0.6,127047.9825,84698.65500000001,0.0404,0.03,0.07039999999999999
Raleigh - NC USA - North Cary/Morrisville,Raleigh - NC,North Cary/Morrisville,1538954.0,2024-12-31,260034.6759,0.6,156020.80554,104013.87036,0.0404,0.03,0.07039999999999999
Raleigh - NC USA - Northeast Raleigh,Raleigh - NC,Northeast Raleigh,1538954.0,2024-12-31,278116.1815,0.6,166869.7089,111246.47260000001,0.0404,0.03,0.07039999999999999
Raleigh - NC USA - Northern Outlying,Raleigh - NC,Northern Outlying,1538954.0,2024-12-31,280478.6015,0.6,168287.1609,112191.4406,0.0404,0.03,0.07039999999999999
Raleigh - NC USA - Northwest Raleigh,Raleigh - NC,Northwest Raleigh,1538954.0,2024-12-31,242735.2517,0.6,145641.15102,97094.10068,0.0404,0.03,0.07039999999999999
Raleigh - NC USA - South Cary/Apex,Raleigh - NC,South Cary/Apex,1538954.0,2024-12-31,255930.6708,0.6,153558.40248,102372.26832,0.0404,0.03,0.07039999999999999
Raleigh - NC USA - South Raleigh,Raleigh - NC,South Raleigh,1538954.0,2024-12-31,244011.2066,0.6,146406.72396,97604.48264,0.0404,0.03,0.07039999999999999
Rapid City - SD USA - Rapid City ,Rapid City - SD,Rapid City ,156449.0,2024-12-31,117415.1488,0.6,70449.08927999999,46966.05952,0.0404,0.03,0.07039999999999999
Reading - PA USA - Muhlenberg Township,Reading - PA,Muhlenberg Township,434279.0,2024-12-31,183275.4077,0.6,109965.24462,73310.16308000001,0.0404,0.03,0.07039999999999999
Reading - PA USA - Wyomissing,Reading - PA,Wyomissing,434279.0,2024-12-31,225512.2351,0.6,135307.34106,90204.89404,0.0404,0.03,0.07039999999999999
Reno - NV USA - Central/Airport,Reno - NV,Central/Airport,510706.0,2024-12-31,351159.4373,0.6,210695.66238,140463.77492,0.0404,0.03,0.07039999999999999
Reno - NV USA - Downtown Reno,Reno - NV,Downtown Reno,510706.0,2024-12-31,233170.9303,0.6,139902.55818,93268.37212000001,0.0404,0.03,0.07039999999999999
Reno - NV USA - North Valleys,Reno - NV,North Valleys,510706.0,2024-12-31,329053.7212,0.6,197432.23272,131621.48848000003,0.0404,0.03,0.07039999999999999
Reno - NV USA - Old Southwest Reno,Reno - NV,Old Southwest Reno,510706.0,2024-12-31,266582.8125,0.6,159949.6875,106633.125,0.0404,0.03,0.07039999999999999
Reno - NV USA - South Reno,Reno - NV,South Reno,510706.0,2024-12-31,295619.5013,0.6,177371.70078,118247.80052,0.0404,0.03,0.07039999999999999
Reno - NV USA - Sparks,Reno - NV,Sparks,510706.0,2024-12-31,310209.9721,0.6,186125.98326,124083.98884,0.0404,0.03,0.07039999999999999
Reno - NV USA - University,Reno - NV,University,510706.0,2024-12-31,313832.5486,0.6,188299.52915999998,125533.01944,0.0404,0.03,0.07039999999999999
Reno - NV USA - West Reno,Reno - NV,West Reno,510706.0,2024-12-31,296040.7929,0.6,177624.47574,118416.31716,0.0404,0.03,0.07039999999999999
Richmond - VA USA - Chesterfield County,Richmond - VA,Chesterfield County,1387901.0,2024-12-31,225173.355,0.6,135104.013,90069.342,0.0404,0.03,0.07039999999999999
Richmond - VA USA - Downtown Richmond,Richmond - VA,Downtown Richmond,1387901.0,2024-12-31,247869.1491,0.6,148721.48946,99147.65964000001,0.0404,0.03,0.07039999999999999
Richmond - VA USA - East End,Richmond - VA,East End,1387901.0,2024-12-31,212477.2354,0.6,127486.34124,84990.89416000001,0.0404,0.03,0.07039999999999999
Richmond - VA USA - Eastern Henrico County,Richmond - VA,Eastern Henrico County,1387901.0,2024-12-31,286819.35,0.6,172091.61,114727.73999999999,0.0404,0.03,0.07039999999999999
Richmond - VA USA - Goochland County,Richmond - VA,Goochland County,1387901.0,2024-12-31,275366.8093,0.6,165220.08558,110146.72372000001,0.0404,0.03,0.07039999999999999
Richmond - VA USA - Hanover County ,Richmond - VA,Hanover County ,1387901.0,2024-12-31,374765.42,0.6,224859.25199999998,149906.168,0.0404,0.03,0.07039999999999999
Richmond - VA USA - Midlothian,Richmond - VA,Midlothian,1387901.0,2024-12-31,255595.5147,0.6,153357.30881999998,102238.20588000001,0.0404,0.03,0.07039999999999999
Richmond - VA USA - Northside,Richmond - VA,Northside,1387901.0,2024-12-31,248289.598,0.6,148973.7588,99315.8392,0.0404,0.03,0.07039999999999999
Richmond - VA USA - Petersburg/C Hghts/Ft Lee/Ettrick,Richmond - VA,Petersburg/C Hghts/Ft Lee/Ettrick,1387901.0,2024-12-31,158554.0368,0.6,95132.42207999999,63421.614720000005,0.0404,0.03,0.07039999999999999
Richmond - VA USA - South Richmond ,Richmond - VA,South Richmond ,1387901.0,2024-12-31,252610.6492,0.6,151566.38952,101044.25968000002,0.0404,0.03,0.07039999999999999
Richmond - VA USA - West End,Richmond - VA,West End,1387901.0,2024-12-31,231344.3202,0.6,138806.59212,92537.72808,0.0404,0.03,0.07039999999999999
Richmond - VA USA - Western Henrico County,Richmond - VA,Western Henrico County,1387901.0,2024-12-31,293823.619,0.6,176294.1714,117529.44760000001,0.0404,0.03,0.07039999999999999
Roanoke - VA USA - Franklin County,Roanoke - VA,Franklin County,315673.0,2024-12-31,368013.75,0.6,220808.25,147205.5,0.0404,0.03,0.07039999999999999
Roanoke - VA USA - Roanoke City,Roanoke - VA,Roanoke City,315673.0,2024-12-31,177489.276,0.6,106493.5656,70995.71040000001,0.0404,0.03,0.07039999999999999
Roanoke - VA USA - Roanoke County,Roanoke - VA,Roanoke County,315673.0,2024-12-31,218757.8009,0.6,131254.68054,87503.12036,0.0404,0.03,0.07039999999999999
Rochester - NY USA - Brighton/Fairport,Rochester - NY,Brighton/Fairport,1073948.0,2024-12-31,280976.5802,0.6,168585.94812000002,112390.63208000001,0.0404,0.03,0.07039999999999999
Rochester - NY USA - Brockport,Rochester - NY,Brockport,1073948.0,2024-12-31,247534.6512,0.6,148520.79072,99013.86048,0.0404,0.03,0.07039999999999999
Rochester - NY USA - Downtown Rochester,Rochester - NY,Downtown Rochester,1073948.0,2024-12-31,264196.4572,0.6,158517.87432,105678.58288,0.0404,0.03,0.07039999999999999
Rochester - NY USA - Greece/Northwest Monroe County,Rochester - NY,Greece/Northwest Monroe County,1073948.0,2024-12-31,172112.8508,0.6,103267.71048,68845.14031999999,0.0404,0.03,0.07039999999999999
Rochester - NY USA - Outlying Ontario County,Rochester - NY,Outlying Ontario County,1073948.0,2024-12-31,617475.0474,0.6,370485.02844,246990.01896000002,0.0404,0.03,0.07039999999999999
Rochester - NY USA - South Monroe County,Rochester - NY,South Monroe County,1073948.0,2024-12-31,171404.1667,0.6,102842.50001999999,68561.66668000001,0.0404,0.03,0.07039999999999999
Rochester - NY USA - Victor/Farmington,Rochester - NY,Victor/Farmington,1073948.0,2024-12-31,330218.3807,0.6,198131.02842,132087.35228,0.0404,0.03,0.07039999999999999
Rochester - NY USA - Webster,Rochester - NY,Webster,1073948.0,2024-12-31,168992.2315,0.6,101395.33889999999,67596.8926,0.0404,0.03,0.07039999999999999
Rochester - NY USA - West/Southwest Monroe County,Rochester - NY,West/Southwest Monroe County,1073948.0,2024-12-31,433072.0401,0.6,259843.22405999998,173228.81604,0.0404,0.03,0.07039999999999999
Rockford - IL USA - Loves Park/Machesney Park,Rockford - IL,Loves Park/Machesney Park,330791.0,2024-12-31,148052.324,0.6,88831.39439999999,59220.9296,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - Arden/Arcade,Sacramento - CA,Arden/Arcade,2436299.0,2024-12-31,198858.862,0.6,119315.31719999999,79543.5448,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - Davis,Sacramento - CA,Davis,2436299.0,2024-12-31,444828.6913,0.6,266897.21478,177931.47652000003,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - Downtown Sacramento,Sacramento - CA,Downtown Sacramento,2436299.0,2024-12-31,399077.8803,0.6,239446.72818,159631.15212,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - El Dorado County,Sacramento - CA,El Dorado County,2436299.0,2024-12-31,312157.5982,0.6,187294.55891999998,124863.03928000001,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - Elk Grove,Sacramento - CA,Elk Grove,2436299.0,2024-12-31,307290.1156,0.6,184374.06936000002,122916.04624000001,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - Folsom/Orangevale/Fair Oaks,Sacramento - CA,Folsom/Orangevale/Fair Oaks,2436299.0,2024-12-31,322626.71,0.6,193576.026,129050.68400000001,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - N Sacramento/Natomas/N Highlands,Sacramento - CA,N Sacramento/Natomas/N Highlands,2436299.0,2024-12-31,322020.7819,0.6,193212.46914,128808.31276,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - Outlying Placer County,Sacramento - CA,Outlying Placer County,2436299.0,2024-12-31,478347.0551,0.6,287008.23306,191338.82204,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - Outlying Sacramento County,Sacramento - CA,Outlying Sacramento County,2436299.0,2024-12-31,343033.431,0.6,205820.0586,137213.3724,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - Rancho Cordova,Sacramento - CA,Rancho Cordova,2436299.0,2024-12-31,576769.1578,0.6,346061.49468,230707.66312000004,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - Roseville/Rocklin,Sacramento - CA,Roseville/Rocklin,2436299.0,2024-12-31,319048.8896,0.6,191429.33376,127619.55584,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - South Sacramento,Sacramento - CA,South Sacramento,2436299.0,2024-12-31,401815.9453,0.6,241089.56718,160726.37812,0.0404,0.03,0.07039999999999999
Sacramento - CA USA - West Sacramento,Sacramento - CA,West Sacramento,2436299.0,2024-12-31,382720.0944,0.6,229632.05664,153088.03776,0.0404,0.03,0.07039999999999999
Saint Louis - MO USA - Central West End ,Saint Louis - MO,Central West End ,2798385.0,2024-12-31,265960.9686,0.6,159576.58116,106384.38744000002,0.0404,0.03,0.07039999999999999
Saint Louis - MO USA - Downtown Saint Louis,Saint Louis - MO,Downtown Saint Louis,2798385.0,2024-12-31,309309.6197,0.6,185585.77181999997,123723.84788,0.0404,0.03,0.07039999999999999
Saint Louis - MO USA - Franklin County,Saint Louis - MO,Franklin County,2798385.0,2024-12-31,163313.1111,0.6,97987.86666,65325.24444000001,0.0404,0.03,0.07039999999999999
Saint Louis - MO USA - Jefferson County,Saint Louis - MO,Jefferson County,2798385.0,2024-12-31,160433.8082,0.6,96260.28492,64173.52328,0.0404,0.03,0.07039999999999999
Saint Louis - MO USA - Metro East,Saint Louis - MO,Metro East,2798385.0,2024-12-31,116807.1216,0.6,70084.27296,46722.848640000004,0.0404,0.03,0.07039999999999999
Saint Louis - MO USA - Mid County,Saint Louis - MO,Mid County,2798385.0,2024-12-31,267849.3852,0.6,160709.63112,107139.75408000001,0.0404,0.03,0.07039999999999999
Saint Louis - MO USA - Outlying Madison County,Saint Louis - MO,Outlying Madison County,2798385.0,2024-12-31,169688.31,0.6,101812.98599999999,67875.32400000001,0.0404,0.03,0.07039999999999999
Saint Louis - MO USA - South St Louis City,Saint Louis - MO,South St Louis City,2798385.0,2024-12-31,217970.4294,0.6,130782.25764,87188.17176,0.0404,0.03,0.07039999999999999
Saint Louis - MO USA - St Charles County,Saint Louis - MO,St Charles County,2798385.0,2024-12-31,183440.9919,0.6,110064.59513999999,73376.39676,0.0404,0.03,0.07039999999999999
Saint Louis - MO USA - West County,Saint Louis - MO,West County,2798385.0,2024-12-31,312886.3517,0.6,187731.81102,125154.54068,0.0404,0.03,0.07039999999999999
Salem - OR USA - Central,Salem - OR,Central,440024.0,2024-12-31,212159.3479,0.6,127295.60874,84863.73916,0.0404,0.03,0.07039999999999999
Salem - OR USA - East,Salem - OR,East,440024.0,2024-12-31,279410.3662,0.6,167646.21972,111764.14648,0.0404,0.03,0.07039999999999999
Salem - OR USA - Keizer,Salem - OR,Keizer,440024.0,2024-12-31,219828.5,0.6,131897.09999999998,87931.40000000001,0.0404,0.03,0.07039999999999999
Salem - OR USA - Monmouth/Independence,Salem - OR,Monmouth/Independence,440024.0,2024-12-31,175846.5979,0.6,105507.95873999999,70338.63916,0.0404,0.03,0.07039999999999999
Salem - OR USA - North Marion County,Salem - OR,North Marion County,440024.0,2024-12-31,213356.9526,0.6,128014.17155999999,85342.78104,0.0404,0.03,0.07039999999999999
Salem - OR USA - Outlying Marion County,Salem - OR,Outlying Marion County,440024.0,2024-12-31,267588.4648,0.6,160553.07888,107035.38592000002,0.0404,0.03,0.07039999999999999
Salem - OR USA - South,Salem - OR,South,440024.0,2024-12-31,235059.7989,0.6,141035.87933999998,94023.91956000001,0.0404,0.03,0.07039999999999999
Salem - OR USA - West,Salem - OR,West,440024.0,2024-12-31,258191.9499,0.6,154915.16994,103276.77996000001,0.0404,0.03,0.07039999999999999
Salinas - CA USA - Salinas,Salinas - CA,Salinas,431406.0,2024-12-31,308347.6528,0.6,185008.59167999998,123339.06112,0.0404,0.03,0.07039999999999999
Salisbury - MD USA - Sussex County,Salisbury - MD,Sussex County,449947.0,2024-12-31,156571.021,0.6,93942.6126,62628.40840000001,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - Downtown Salt Lake City,Salt Lake City - UT,Downtown Salt Lake City,1288994.0,2024-12-31,370852.5239,0.6,222511.51433999997,148341.00956,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - Draper Area,Salt Lake City - UT,Draper Area,1288994.0,2024-12-31,334303.492,0.6,200582.0952,133721.39680000002,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - Midvale/Murray,Salt Lake City - UT,Midvale/Murray,1288994.0,2024-12-31,332024.9169,0.6,199214.95014,132809.96676,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - Sandy/Cottonwood Heights,Salt Lake City - UT,Sandy/Cottonwood Heights,1288994.0,2024-12-31,346551.5297,0.6,207930.91782,138620.61188,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - South Jordan/Riverton,Salt Lake City - UT,South Jordan/Riverton,1288994.0,2024-12-31,331192.6735,0.6,198715.60409999997,132477.0694,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - South Salt Lake City/Millcreek,Salt Lake City - UT,South Salt Lake City/Millcreek,1288994.0,2024-12-31,317687.1989,0.6,190612.31934,127074.87956000002,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - Sugar House,Salt Lake City - UT,Sugar House,1288994.0,2024-12-31,521594.5186,0.6,312956.71116,208637.80744,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - Tooele County,Salt Lake City - UT,Tooele County,1288994.0,2024-12-31,254790.8,0.6,152874.47999999998,101916.32,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - West Jordan,Salt Lake City - UT,West Jordan,1288994.0,2024-12-31,310654.4178,0.6,186392.65068,124261.76712,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - West Outlying,Salt Lake City - UT,West Outlying,1288994.0,2024-12-31,273567.6873,0.6,164140.61238,109427.07492,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - West Salt Lake City,Salt Lake City - UT,West Salt Lake City,1288994.0,2024-12-31,293546.7632,0.6,176128.05792,117418.70528,0.0404,0.03,0.07039999999999999
Salt Lake City - UT USA - West Valley City/Kearns/Taylorsville,Salt Lake City - UT,West Valley City/Kearns/Taylorsville,1288994.0,2024-12-31,288508.4975,0.6,173105.0985,115403.399,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Atascosa County,San Antonio - TX,Atascosa County,2745864.0,2024-12-31,99395.5357,0.6,59637.32141999999,39758.21428,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Comal County,San Antonio - TX,Comal County,2745864.0,2024-12-31,177057.1065,0.6,106234.26389999999,70822.8426,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Downtown San Antonio,San Antonio - TX,Downtown San Antonio,2745864.0,2024-12-31,193865.5132,0.6,116319.30791999999,77546.20528,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Far West San Antonio,San Antonio - TX,Far West San Antonio,2745864.0,2024-12-31,152597.2235,0.6,91558.3341,61038.8894,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Guadalupe County,San Antonio - TX,Guadalupe County,2745864.0,2024-12-31,169873.248,0.6,101923.9488,67949.2992,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Kendall County,San Antonio - TX,Kendall County,2745864.0,2024-12-31,157475.7226,0.6,94485.43356,62990.28904,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Midtown San Antonio,San Antonio - TX,Midtown San Antonio,2745864.0,2024-12-31,244125.4288,0.6,146475.25728,97650.17152,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - North Central San Antonio,San Antonio - TX,North Central San Antonio,2745864.0,2024-12-31,217910.0331,0.6,130746.01986,87164.01324,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - North San Antonio,San Antonio - TX,North San Antonio,2745864.0,2024-12-31,163424.5052,0.6,98054.70312,65369.80208000001,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Northeast San Antonio,San Antonio - TX,Northeast San Antonio,2745864.0,2024-12-31,152956.3718,0.6,91773.82308,61182.54872,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Northwest San Antonio,San Antonio - TX,Northwest San Antonio,2745864.0,2024-12-31,172746.2052,0.6,103647.72312,69098.48208,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Southeast San Antonio,San Antonio - TX,Southeast San Antonio,2745864.0,2024-12-31,153993.8266,0.6,92396.29595999999,61597.530640000004,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Southwest San Antonio,San Antonio - TX,Southwest San Antonio,2745864.0,2024-12-31,167802.0967,0.6,100681.25802,67120.83868,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Westside San Antonio,San Antonio - TX,Westside San Antonio,2745864.0,2024-12-31,121456.2186,0.6,72873.73116,48582.48744,0.0404,0.03,0.07039999999999999
San Antonio - TX USA - Wilson County,San Antonio - TX,Wilson County,2745864.0,2024-12-31,175493.6396,0.6,105296.18376,70197.45584,0.0404,0.03,0.07039999999999999
San Diego - CA USA - Balboa Park,San Diego - CA,Balboa Park,3288470.0,2024-12-31,633680.0443,0.6,380208.02657999995,253472.01772,0.0404,0.03,0.07039999999999999
San Diego - CA USA - Central Coast ,San Diego - CA,Central Coast ,3288470.0,2024-12-31,586204.7203,0.6,351722.83218,234481.88812000002,0.0404,0.03,0.07039999999999999
San Diego - CA USA - Chula Vista/Imperial Beach,San Diego - CA,Chula Vista/Imperial Beach,3288470.0,2024-12-31,558511.0647,0.6,335106.63882,223404.42588,0.0404,0.03,0.07039999999999999
San Diego - CA USA - Downtown San Diego,San Diego - CA,Downtown San Diego,3288470.0,2024-12-31,542785.3197,0.6,325671.19181999995,217114.12788000001,0.0404,0.03,0.07039999999999999
San Diego - CA USA - East County,San Diego - CA,East County,3288470.0,2024-12-31,519516.2519,0.6,311709.75113999995,207806.50076,0.0404,0.03,0.07039999999999999
San Diego - CA USA - La Jolla/UTC,San Diego - CA,La Jolla/UTC,3288470.0,2024-12-31,527398.5712,0.6,316439.14272,210959.42848,0.0404,0.03,0.07039999999999999
San Diego - CA USA - Mission Valley/North Central,San Diego - CA,Mission Valley/North Central,3288470.0,2024-12-31,543849.5584,0.6,326309.73503999994,217539.82336,0.0404,0.03,0.07039999999999999
San Diego - CA USA - National City/South Central,San Diego - CA,National City/South Central,3288470.0,2024-12-31,436458.6279,0.6,261875.17674,174583.45116000003,0.0404,0.03,0.07039999999999999
San Diego - CA USA - North County,San Diego - CA,North County,3288470.0,2024-12-31,584582.665,0.6,350749.59900000005,233833.06600000002,0.0404,0.03,0.07039999999999999
San Diego - CA USA - North Shore Cities,San Diego - CA,North Shore Cities,3288470.0,2024-12-31,718304.9306,0.6,430982.95836,287321.97224,0.0404,0.03,0.07039999999999999
San Diego - CA USA - Poway/Santee/Ramona,San Diego - CA,Poway/Santee/Ramona,3288470.0,2024-12-31,522771.2005,0.6,313662.7203,209108.4802,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - Bayview/Visitacion Valley,San Francisco - CA,Bayview/Visitacion Valley,1559984.0,2024-12-31,605994.4469,0.6,363596.66813999997,242397.77876000002,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - Civic Center/Tenderloin,San Francisco - CA,Civic Center/Tenderloin,1559984.0,2024-12-31,629341.0514,0.6,377604.63084,251736.42056,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - Daly City/Brisbane,San Francisco - CA,Daly City/Brisbane,1559984.0,2024-12-31,626971.7707,0.6,376183.06242,250788.70828000002,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - Downtown San Francisco,San Francisco - CA,Downtown San Francisco,1559984.0,2024-12-31,797944.3717,0.6,478766.62302,319177.74868,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - Foster City/Redwood Shores,San Francisco - CA,Foster City/Redwood Shores,1559984.0,2024-12-31,754774.445,0.6,452864.66699999996,301909.778,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - Marina/Pacific Heights/Presidio,San Francisco - CA,Marina/Pacific Heights/Presidio,1559984.0,2024-12-31,692835.255,0.6,415701.153,277134.102,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - Mission Bay/China Basin/Potrero Hill,San Francisco - CA,Mission Bay/China Basin/Potrero Hill,1559984.0,2024-12-31,637532.137,0.6,382519.2822,255012.8548,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - Redwood City/Menlo Park,San Francisco - CA,Redwood City/Menlo Park,1559984.0,2024-12-31,796131.0165,0.6,477678.6099,318452.40660000005,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - Richmond/Western Addition,San Francisco - CA,Richmond/Western Addition,1559984.0,2024-12-31,641340.1841,0.6,384804.11046,256536.07364,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - S San Francisco/San Bruno/Millbrae,San Francisco - CA,S San Francisco/San Bruno/Millbrae,1559984.0,2024-12-31,791907.1422,0.6,475144.28531999997,316762.85688000004,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - San Mateo/Burlingame,San Francisco - CA,San Mateo/Burlingame,1559984.0,2024-12-31,879477.9244,0.6,527686.7546399999,351791.16976,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - South Of Market,San Francisco - CA,South Of Market,1559984.0,2024-12-31,704085.9131,0.6,422451.54786,281634.36524,0.0404,0.03,0.07039999999999999
San Francisco - CA USA - Sunset/Lakeshore,San Francisco - CA,Sunset/Lakeshore,1559984.0,2024-12-31,345461.2066,0.6,207276.72395999997,138184.48264,0.0404,0.03,0.07039999999999999
San Jose - CA USA - Campbell/Los Gatos,San Jose - CA,Campbell/Los Gatos,1968406.0,2024-12-31,625237.0218,0.6,375142.21308,250094.80872,0.0404,0.03,0.07039999999999999
San Jose - CA USA - Cupertino,San Jose - CA,Cupertino,1968406.0,2024-12-31,451330.4067,0.6,270798.24402,180532.16268,0.0404,0.03,0.07039999999999999
San Jose - CA USA - Downtown San Jose,San Jose - CA,Downtown San Jose,1968406.0,2024-12-31,512887.6586,0.6,307732.59516,205155.06344000003,0.0404,0.03,0.07039999999999999
San Jose - CA USA - East San Jose,San Jose - CA,East San Jose,1968406.0,2024-12-31,466244.4788,0.6,279746.68727999995,186497.79152,0.0404,0.03,0.07039999999999999
San Jose - CA USA - Midtown San Jose,San Jose - CA,Midtown San Jose,1968406.0,2024-12-31,491794.3613,0.6,295076.61678,196717.74452,0.0404,0.03,0.07039999999999999
San Jose - CA USA - Milpitas/Berryessa,San Jose - CA,Milpitas/Berryessa,1968406.0,2024-12-31,552610.3072,0.6,331566.18432,221044.12288000004,0.0404,0.03,0.07039999999999999
San Jose - CA USA - Morgan Hill/Gilroy,San Jose - CA,Morgan Hill/Gilroy,1968406.0,2024-12-31,501951.145,0.6,301170.68700000003,200780.458,0.0404,0.03,0.07039999999999999
San Jose - CA USA - Mountain View/Los Altos,San Jose - CA,Mountain View/Los Altos,1968406.0,2024-12-31,681874.9844,0.6,409124.99064,272749.99376,0.0404,0.03,0.07039999999999999
San Jose - CA USA - North San Jose,San Jose - CA,North San Jose,1968406.0,2024-12-31,486010.5556,0.6,291606.33336,194404.22224000003,0.0404,0.03,0.07039999999999999
