,Market,Submarket,Population,Period,Years,CAGR,NOI Cap Rate Comp.,Fixed Interest Rate,Opt. Cash Flow,Mkt Cap Rate Apr. bp,XIRR,Equity Multiple
Charlotte - NC USA - University,Charlotte - NC,University,2838153.0,2024-12 to 2029-12,5,0.06664521126725198,0.03930699983907615,0.07039999999999999,-0.03109300016092384,84.0,0.13697594047648498,1.9150923841222827
Charlotte - NC USA - Uptown Charlotte,Charlotte - NC,Uptown Charlotte,2838153.0,2024-12 to 2029-12,5,0.07029486215964309,0.03542553562128601,0.07039999999999999,-0.03497446437871398,84.0,0.1364267581296048,1.9260324872735235
Charlotte - NC USA - West Charlotte,Charlotte - NC,West Charlotte,2838153.0,2024-12 to 2029-12,5,0.06583048729031926,0.04370956194631621,0.07039999999999999,-0.026690438053683783,84.0,0.1439932352685387,1.956961951883923
Charlotte - NC USA - York County,Charlotte - NC,York County,2838153.0,2024-12 to 2029-12,5,0.06824033240071414,0.05439569437610684,0.07039999999999999,-0.01600430562389315,84.0,0.16896607066866354,2.129588116272841
Charlottesville - VA USA - Charlottesville ,Charlottesville - VA,Charlottesville ,244367.0,2024-12 to 2029-12,5,0.06522981924640137,0.060112034715799206,0.07039999999999999,-0.010287965284200784,118.0,0.17478342240027112,2.15231437192449
Chattanooga - TN USA - Downtown Chattanooga,Chattanooga - TN,Downtown Chattanooga,582939.0,2024-12 to 2029-12,5,0.06887014324987106,0.052817747890088675,0.07039999999999999,-0.017582252109911316,92.0,0.1670676006997711,2.1201275841357923
Chattanooga - TN USA - East Brainerd,Chattanooga - TN,East Brainerd,582939.0,2024-12 to 2029-12,5,0.07296790965607158,0.05056174535665559,0.07039999999999999,-0.019838254643344398,92.0,0.16976210252491275,2.159300714114692
Chattanooga - TN USA - Hixson,Chattanooga - TN,Hixson,582939.0,2024-12 to 2029-12,5,0.06922293591659279,0.05304374463235559,0.07039999999999999,-0.017356255367644402,92.0,0.16828836428627314,2.128712457878376
Chattanooga - TN USA - North Shore,Chattanooga - TN,North Shore,582939.0,2024-12 to 2029-12,5,0.06981355176594461,0.05875811958063676,0.07039999999999999,-0.011641880419363232,92.0,0.18026968336083193,2.2098019409590988
Chattanooga - TN USA - Outlying Hamilton County,Chattanooga - TN,Outlying Hamilton County,582939.0,2024-12 to 2029-12,5,0.06690368374832123,0.04361947028426133,0.07039999999999999,-0.02678052971573866,92.0,0.14584248115329634,1.9731824870402723
Chattanooga - TN USA - Red Bank,Chattanooga - TN,Red Bank,582939.0,2024-12 to 2029-12,5,0.07238897362873731,0.04487677623552634,0.07039999999999999,-0.02552322376447365,92.0,0.15842171772723135,2.0786574231176487
Chicago - IL USA - DeKalb,Chicago - IL,DeKalb,9421662.0,2024-12 to 2029-12,5,0.05588758674516936,0.05502114273781516,0.07039999999999999,-0.015378857262184832,108.0,0.1481203966924174,1.9409320009391249
Chicago - IL USA - Des Plaines/Arlington Hts Corridor ,Chicago - IL,Des Plaines/Arlington Hts Corridor ,9421662.0,2024-12 to 2029-12,5,0.06906639202805898,0.05307392229676599,0.07039999999999999,-0.017326077703234,108.0,0.16810895216823263,2.1265329065387335
Chicago - IL USA - Downtown Chicago,Chicago - IL,Downtown Chicago,9421662.0,2024-12 to 2029-12,5,0.06944649657355684,0.04153472287589987,0.07039999999999999,-0.02886527712410012,108.0,0.1465265902816697,1.988503614599477
Chicago - IL USA - East Suburban McHenry,Chicago - IL,East Suburban McHenry,9421662.0,2024-12 to 2029-12,5,0.060630192199115696,0.03873166869147472,0.07039999999999999,-0.03166833130852527,108.0,0.12451360700258007,1.8116666738908116
Chicago - IL USA - Elgin/Dundee,Chicago - IL,Elgin/Dundee,9421662.0,2024-12 to 2029-12,5,0.07121935600062756,0.05383167585960001,0.07039999999999999,-0.01656832414039998,108.0,0.1732660200376568,2.1712999499095114
Chicago - IL USA - Evanston,Chicago - IL,Evanston,9421662.0,2024-12 to 2029-12,5,0.06866927041599435,0.04443859097795099,0.07039999999999999,-0.025961409022049,108.0,0.15069074723453624,2.0121119426194882
Chicago - IL USA - Far North Chicago,Chicago - IL,Far North Chicago,9421662.0,2024-12 to 2029-12,5,0.0680590366951288,0.03509588412321956,0.07039999999999999,-0.03530411587678043,108.0,0.13171203696328582,1.8853904610329155
Chicago - IL USA - Far North Suburban Cook,Chicago - IL,Far North Suburban Cook,9421662.0,2024-12 to 2029-12,5,0.06503412101405659,0.05332088732412747,0.07039999999999999,-0.017079112675872518,108.0,0.16111583894208414,2.0642764794558834
Chicago - IL USA - Far Northwest Suburban Cook,Chicago - IL,Far Northwest Suburban Cook,9421662.0,2024-12 to 2029-12,5,0.0586595743054652,0.03124886532276904,0.07039999999999999,-0.03915113467723095,108.0,0.10583184395349288,1.687074984659442
Chicago - IL USA - Fox River Valley,Chicago - IL,Fox River Valley,9421662.0,2024-12 to 2029-12,5,0.07051366183053065,0.0579849781278581,0.07039999999999999,-0.012415021872141892,108.0,0.18005326349955464,2.2116159613459137
Chicago - IL USA - Glen Ellyn to West Chicago Corridor,Chicago - IL,Glen Ellyn to West Chicago Corridor,9421662.0,2024-12 to 2029-12,5,0.06931553481861119,0.05961447872707202,0.07039999999999999,-0.010785521272927971,108.0,0.18119516223040177,2.2123597218927262
Chicago - IL USA - Kendall County,Chicago - IL,Kendall County,9421662.0,2024-12 to 2029-12,5,0.05944683809575935,0.03776289559279212,0.07039999999999999,-0.03263710440720787,108.0,0.12026386057467442,1.7808798180837768
Chicago - IL USA - Kenosha,Chicago - IL,Kenosha,9421662.0,2024-12 to 2029-12,5,0.06493402823972971,0.054380311864066694,0.07039999999999999,-0.016019688135933297,108.0,0.1632095953051962,2.0759098076439333
Chicago - IL USA - Naperville/Lisle,Chicago - IL,Naperville/Lisle,9421662.0,2024-12 to 2029-12,5,0.06993807918245043,0.05971199559526659,0.07039999999999999,-0.0106880044047334,108.0,0.18237216333319073,2.2237648196029065
Chicago - IL USA - Near North Suburban Cook,Chicago - IL,Near North Suburban Cook,9421662.0,2024-12 to 2029-12,5,0.06473124029639421,0.052221749907455026,0.07039999999999999,-0.018178250092544965,108.0,0.15856183970440152,2.04566883420193
Chicago - IL USA - North DuPage County,Chicago - IL,North DuPage County,9421662.0,2024-12 to 2029-12,5,0.07155156638548621,0.05176551009395077,0.07039999999999999,-0.01863448990604922,108.0,0.17025539854826155,2.1509443756880895
Chicago - IL USA - North Lake County IN,Chicago - IL,North Lake County IN,9421662.0,2024-12 to 2029-12,5,0.06457427307959529,0.07174528186787296,0.07039999999999999,0.0013452818678729717,108.0,0.19677476706700858,2.287192111052038
Chicago - IL USA - North Lakefront,Chicago - IL,North Lakefront,9421662.0,2024-12 to 2029-12,5,0.06871175317768974,0.04303817353003106,0.07039999999999999,-0.02736182646996893,108.0,0.14809791641925907,1.9952994012042677
Chicago - IL USA - North Will County,Chicago - IL,North Will County,9421662.0,2024-12 to 2029-12,5,0.06959308844357559,0.04530639844439928,0.07039999999999999,-0.02509360155560071,108.0,0.15411021332705843,2.038047150793683
Chicago - IL USA - Northeast DuPage County,Chicago - IL,Northeast DuPage County,9421662.0,2024-12 to 2029-12,5,0.06263561285233821,0.04890002869889029,0.07039999999999999,-0.0214999713011097,108.0,0.1482270141793327,1.97061415740106
Chicago - IL USA - Northeast Lake County,Chicago - IL,Northeast Lake County,9421662.0,2024-12 to 2029-12,5,0.06604030999648214,0.058862341409931664,0.07039999999999999,-0.011537658590068327,108.0,0.17383449303516274,2.1497576880949096
Chicago - IL USA - Northwest Chicago,Chicago - IL,Northwest Chicago,9421662.0,2024-12 to 2029-12,5,0.07022426492831269,0.033057804455318376,0.07039999999999999,-0.037342195544681614,108.0,0.13193181895681017,1.8952779927605794
Chicago - IL USA - Northwest Lake County,Chicago - IL,Northwest Lake County,9421662.0,2024-12 to 2029-12,5,0.06768506827161747,0.07826801505195496,0.07039999999999999,0.007868015051954974,108.0,0.2148490588633687,2.4189632416404896
Chicago - IL USA - Porter County,Chicago - IL,Porter County,9421662.0,2024-12 to 2029-12,5,0.06514304441832208,0.07783603053360412,0.07039999999999999,0.007436030533604129,108.0,0.2094704402858334,2.372467931095055
Chicago - IL USA - South Lake County IN,Chicago - IL,South Lake County IN,9421662.0,2024-12 to 2029-12,5,0.0631656864026442,0.06551403874627154,0.07039999999999999,-0.004885961253728449,108.0,0.18157802416615643,2.186746293910681
Chicago - IL USA - South Lakefront,Chicago - IL,South Lakefront,9421662.0,2024-12 to 2029-12,5,0.0734411276054785,0.04920454460401887,0.07039999999999999,-0.021195455395981118,108.0,0.16848387224895056,2.1501826610202412
Chicago - IL USA - Southeast DuPage County,Chicago - IL,Southeast DuPage County,9421662.0,2024-12 to 2029-12,5,0.06755869757927746,0.05039785985129563,0.07039999999999999,-0.020002140148704363,108.0,0.1602558255877411,2.0685340706091195
Chicago - IL USA - Southeast Lake County,Chicago - IL,Southeast Lake County,9421662.0,2024-12 to 2029-12,5,0.0728755534713077,0.05657344203800818,0.07039999999999999,-0.013826557961991809,108.0,0.18146839877516685,2.2329170750446465
Chicago - IL USA - Southern Cook County,Chicago - IL,Southern Cook County,9421662.0,2024-12 to 2029-12,5,0.055244977671527584,0.13777420369611734,0.07039999999999999,0.06737420369611735,108.0,0.3173544879146053,2.9653728791381053
Chicago - IL USA - Southwest Chicago,Chicago - IL,Southwest Chicago,9421662.0,2024-12 to 2029-12,5,0.06276925987120796,0.034077400094948855,0.07039999999999999,-0.036322599905051135,108.0,0.11955932681484538,1.787461968901202
Chicago - IL USA - Southwest Cook County,Chicago - IL,Southwest Cook County,9421662.0,2024-12 to 2029-12,5,0.059592250645505995,0.07143665894972409,0.07039999999999999,0.0010366589497241008,108.0,0.18773419748387465,2.204092452343028
Chicago - IL USA - Southwest Lake County,Chicago - IL,Southwest Lake County,9421662.0,2024-12 to 2029-12,5,0.07007320100897019,0.0475051136922109,0.07039999999999999,-0.02289488630778909,108.0,0.15929010739059968,2.0733928069013245
Chicago - IL USA - West Cook,Chicago - IL,West Cook,9421662.0,2024-12 to 2029-12,5,0.06732958020087354,0.04523438094993443,0.07039999999999999,-0.025165619050065563,108.0,0.14980638111759892,2.000272247906928
Chicago - IL USA - Western Kane County,Chicago - IL,Western Kane County,9421662.0,2024-12 to 2029-12,5,0.0654968891880443,0.062267655786669686,0.07039999999999999,-0.008132344213330304,108.0,0.18002279060787085,2.183560205641846
Chicago - IL USA - Western McHenry County,Chicago - IL,Western McHenry County,9421662.0,2024-12 to 2029-12,5,0.08135631618592654,0.08751415063010115,0.07039999999999999,0.01711415063010116,108.0,0.25453738918116886,2.762370746596703
Chico - CA USA - Downtown Chico ,Chico - CA,Downtown Chico ,206905.0,2024-12 to 2029-12,5,0.06546830216458632,0.039193866188651345,0.07039999999999999,-0.031206133811348645,86.0,0.13433207538841296,1.8946772988110498
Cincinnati - OH USA - Dearborn County,Cincinnati - OH,Dearborn County,2268818.0,2024-12 to 2029-12,5,0.0690177120681299,0.05751705328094972,0.07039999999999999,-0.01288294671905027,123.0,0.17681833148694492,2.181277277654531
Cincinnati - OH USA - Downtown Cincinnati,Cincinnati - OH,Downtown Cincinnati,2268818.0,2024-12 to 2029-12,5,0.06746309884704327,0.07400658749687052,0.07039999999999999,0.0036065874968705253,123.0,0.20536819727992417,2.3620913101867567
Cincinnati - OH USA - East Cincinnati,Cincinnati - OH,East Cincinnati,2268818.0,2024-12 to 2029-12,5,0.07048734644062282,0.07325927350283495,0.07039999999999999,0.0028592735028349636,123.0,0.20981710972627599,2.4021126698658994
Cincinnati - OH USA - North Cincinnati,Cincinnati - OH,North Cincinnati,2268818.0,2024-12 to 2029-12,5,0.0699728410341065,0.07115118676246235,0.07039999999999999,0.000751186762462358,123.0,0.2033434369555076,2.367324185568677
Cincinnati - OH USA - North Hamilton,Cincinnati - OH,North Hamilton,2268818.0,2024-12 to 2029-12,5,0.06169729878632535,0.062331360719278826,0.07039999999999999,-0.008068639280721164,123.0,0.17330253891886094,2.1235768757622075
Cincinnati - OH USA - Northeast Cincinnati ,Cincinnati - OH,Northeast Cincinnati ,2268818.0,2024-12 to 2029-12,5,0.07203830962485513,0.07283215647589446,0.07039999999999999,0.0024321564758944675,123.0,0.21092143008611397,2.422306369205503
Cincinnati - OH USA - Northern Kentucky,Cincinnati - OH,Northern Kentucky,2268818.0,2024-12 to 2029-12,5,0.07550196393209707,0.061889033681440164,0.07039999999999999,-0.008510966318559826,123.0,0.19655374469568465,2.3430735323353
Cincinnati - OH USA - Northwest Cincinnati,Cincinnati - OH,Northwest Cincinnati,2268818.0,2024-12 to 2029-12,5,0.07165395184082857,0.09319671030754678,0.07039999999999999,0.02279671030754679,123.0,0.25088535765797926,2.670522032981891
Cincinnati - OH USA - Outlying East,Cincinnati - OH,Outlying East,2268818.0,2024-12 to 2029-12,5,0.06847745946667283,0.0836684395812103,0.07039999999999999,0.013268439581210309,123.0,0.2269563560224439,2.4993589650768513
Clarksville - TN USA - Clarksville,Clarksville - TN,Clarksville,329666.0,2024-12 to 2029-12,5,0.06569606170400877,0.05733969073117006,0.07039999999999999,-0.01306030926882993,92.0,0.17025763280028472,2.1251706830937156
Cleveland - OH USA - Avon/Westlake,Cleveland - OH,Avon/Westlake,2062242.0,2024-12 to 2029-12,5,0.08494411262379975,0.10258481880435305,0.07039999999999999,0.03218481880435306,141.0,0.28815806645591113,3.0124839101496437
Cleveland - OH USA - Beachwood,Cleveland - OH,Beachwood,2062242.0,2024-12 to 2029-12,5,0.09870430867348223,0.11667387608461555,0.07039999999999999,0.046273876084615556,141.0,0.33415739547147383,3.4330414770092292
Cleveland - OH USA - Downtown Cleveland,Cleveland - OH,Downtown Cleveland,2062242.0,2024-12 to 2029-12,5,0.09328633877713877,0.05907012009853981,0.07039999999999999,-0.011329879901460178,141.0,0.22110892934345006,2.615273795124714
Cleveland - OH USA - East Cleveland,Cleveland - OH,East Cleveland,2062242.0,2024-12 to 2029-12,5,0.09125758381194737,0.06132245397826314,0.07039999999999999,-0.009077546021736847,141.0,0.22220764579719288,2.6073316011230228
Cleveland - OH USA - South Cleveland,Cleveland - OH,South Cleveland,2062242.0,2024-12 to 2029-12,5,0.08750144827901463,0.07229969506611068,0.07039999999999999,0.0018996950661106932,141.0,0.2355955887491865,2.6784213559532146
Coeur d'Alene - ID USA - Coeur D'Alene ,Coeur d'Alene - ID,Coeur D'Alene ,189541.0,2024-12 to 2029-12,5,0.06674117467371721,0.07147422928523736,0.07039999999999999,0.0010742292852373714,86.0,0.19939696469775026,2.318735760458646
Colorado Springs - CO USA - East Colorado Springs,Colorado Springs - CO,East Colorado Springs,779824.0,2024-12 to 2029-12,5,0.07501743934336802,0.04094250219875451,0.07039999999999999,-0.02945749780124548,102.0,0.15588245957727143,2.073145723671046
Colorado Springs - CO USA - North Colorado Springs,Colorado Springs - CO,North Colorado Springs,779824.0,2024-12 to 2029-12,5,0.07453208159667701,0.040365945559529465,0.07039999999999999,-0.030034054440470526,102.0,0.15376553691152983,2.0578432995639906
Colorado Springs - CO USA - Northwest El Paso County,Colorado Springs - CO,Northwest El Paso County,779824.0,2024-12 to 2029-12,5,0.07618059228745655,0.038219168213678066,0.07039999999999999,-0.032180831786321924,102.0,0.15275741936547682,2.0585643105381157
Colorado Springs - CO USA - South Colorado Springs,Colorado Springs - CO,South Colorado Springs,779824.0,2024-12 to 2029-12,5,0.07599352841099405,0.04113211434156644,0.07039999999999999,-0.02926788565843355,102.0,0.15815094265392138,2.091840761451781
Colorado Springs - CO USA - Southwest El Paso County,Colorado Springs - CO,Southwest El Paso County,779824.0,2024-12 to 2029-12,5,0.07382046437404499,0.18611994805812382,0.07039999999999999,0.11571994805812383,102.0,0.4262896440943649,3.867925411235285
Colorado Springs - CO USA - West Colorado Springs,Colorado Springs - CO,West Colorado Springs,779824.0,2024-12 to 2029-12,5,0.08344376533394704,0.04759371593815329,0.07039999999999999,-0.022806284061846697,102.0,0.18309358116445829,2.2991813825142335
Columbia - SC USA - Downtown Columbia,Columbia - SC,Downtown Columbia,862403.0,2024-12 to 2029-12,5,0.0684738571013519,0.0743467569992503,0.07039999999999999,0.003946756999250303,92.0,0.20795698949256924,2.3827792438581588
Columbia - SC USA - East Columbia,Columbia - SC,East Columbia,862403.0,2024-12 to 2029-12,5,0.07587878852137231,0.07345191316654963,0.07039999999999999,0.0030519131665496385,92.0,0.21871743282314893,2.493916171211751
Columbia - SC USA - Lake Murray,Columbia - SC,Lake Murray,862403.0,2024-12 to 2029-12,5,0.06544005136457476,0.08854128890725356,0.07039999999999999,0.01814128890725357,92.0,0.2310219755093046,2.5110650110511945
Columbia - SC USA - North Richland County,Columbia - SC,North Richland County,862403.0,2024-12 to 2029-12,5,0.06790694118132778,0.0636926575768906,0.07039999999999999,-0.006707342423109386,92.0,0.186298644843369,2.2403767895374234
Columbia - SC USA - Outlying Lexington County,Columbia - SC,Outlying Lexington County,862403.0,2024-12 to 2029-12,5,0.06482622947481698,0.0633804451454905,0.07039999999999999,-0.007019554854509488,92.0,0.18032517522072156,2.1866787604287614
Columbia - SC USA - West Columbia,Columbia - SC,West Columbia,862403.0,2024-12 to 2029-12,5,0.07236855799889019,0.06788691791740155,0.07039999999999999,-0.002513082082598442,92.0,0.20226503344696867,2.3659467004803267
Columbus - GA USA - Downtown Columbus,Columbus - GA,Downtown Columbus,314150.0,2024-12 to 2029-12,5,0.06809633587809016,0.04689395253538272,0.07039999999999999,-0.02350604746461727,92.0,0.15443647901117852,2.033473081434985
Columbus - GA USA - Northside Columbus,Columbus - GA,Northside Columbus,314150.0,2024-12 to 2029-12,5,0.06455498495112377,0.07426849227027298,0.07039999999999999,0.0038684922702729857,92.0,0.20149086053132303,2.318422578855338
Columbus - GA USA - Southeast Columbus,Columbus - GA,Southeast Columbus,314150.0,2024-12 to 2029-12,5,0.06907533665049415,0.03897434398516472,0.07039999999999999,-0.03142565601483527,92.0,0.14088559246805699,1.9504342264464913
Columbus - OH USA - Bexley/Whitehall,Columbus - OH,Bexley/Whitehall,2213707.0,2024-12 to 2029-12,5,0.06469440878942234,0.07285513859792989,0.07039999999999999,0.0024551385979298956,83.0,0.198880683043537,2.302994550225133
Columbus - OH USA - Delaware County,Columbus - OH,Delaware County,2213707.0,2024-12 to 2029-12,5,0.06477111876494113,0.05506452674543826,0.07039999999999999,-0.015335473254561728,83.0,0.16345653624826917,2.081844224437117
Columbus - OH USA - Downtown Columbus,Columbus - OH,Downtown Columbus,2213707.0,2024-12 to 2029-12,5,0.06382051127040711,0.05119211208552034,0.07039999999999999,-0.01920788791447965,83.0,0.1543448337316795,2.01819286838222
Columbus - OH USA - Dublin/Hilliard,Columbus - OH,Dublin/Hilliard,2213707.0,2024-12 to 2029-12,5,0.0663639398619158,0.06727063406596347,0.07039999999999999,-0.0031293659340365237,83.0,0.19054754165548848,2.260089120248539
Columbus - OH USA - Fairfield County,Columbus - OH,Fairfield County,2213707.0,2024-12 to 2029-12,5,0.06646278544999662,0.06712733513831654,0.07039999999999999,-0.0032726648616834553,83.0,0.1905262080030774,2.25989585731835
Columbus - OH USA - Greater Hilltop,Columbus - OH,Greater Hilltop,2213707.0,2024-12 to 2029-12,5,0.06521201522772935,0.07692624172948967,0.07039999999999999,0.006526241729489679,83.0,0.20799403261436145,2.362205418578803
Columbus - OH USA - Licking County,Columbus - OH,Licking County,2213707.0,2024-12 to 2029-12,5,0.06778660937005276,0.06193455794559814,0.07039999999999999,-0.008465442054401848,83.0,0.18292286724902707,2.216444736085835
Columbus - OH USA - Northeast Columbus,Columbus - OH,Northeast Columbus,2213707.0,2024-12 to 2029-12,5,0.06665004758534843,0.06611556543804266,0.07039999999999999,-0.0042844345619573315,83.0,0.18896704210870263,2.250277708508431
Columbus - OH USA - Southern Columbus,Columbus - OH,Southern Columbus,2213707.0,2024-12 to 2029-12,5,0.06042052737736392,0.07858390964033689,0.07039999999999999,0.008183909640336898,83.0,0.20317232370187943,2.306504408735
Columbus - OH USA - Union County,Columbus - OH,Union County,2213707.0,2024-12 to 2029-12,5,0.06176337679014887,0.07286954599057205,0.07039999999999999,0.0024695459905720585,83.0,0.19242130461342266,2.256353791688804
Columbus - OH USA - Upper Arlington,Columbus - OH,Upper Arlington,2213707.0,2024-12 to 2029-12,5,0.06351848009065719,0.055742541132075135,0.07039999999999999,-0.014657458867924855,83.0,0.16312766530664757,2.0702405449115013
Corpus Christi - TX USA - Corpus Christi,Corpus Christi - TX,Corpus Christi,450839.0,2024-12 to 2029-12,5,0.061806228939045305,0.05729374801703965,0.07039999999999999,-0.013106251982960337,102.0,0.16310067605369505,2.0623371312721597
Corpus Christi - TX USA - Portland/Ingleside,Corpus Christi - TX,Portland/Ingleside,450839.0,2024-12 to 2029-12,5,0.06573963533774285,0.05601388025121238,0.07039999999999999,-0.014386119748787611,102.0,0.16780940334053396,2.109300643364463
Corpus Christi - TX USA - Rockport/North Aransas County,Corpus Christi - TX,Rockport/North Aransas County,450839.0,2024-12 to 2029-12,5,0.06254499909811595,0.06557649332001625,0.07039999999999999,-0.004823506679983741,102.0,0.18102100807556187,2.177625964023105
Corpus Christi - TX USA - West Nueces County,Corpus Christi - TX,West Nueces County,450839.0,2024-12 to 2029-12,5,0.059990757494033264,0.061601263429129346,0.07039999999999999,-0.008798736570870644,102.0,0.16831632626633564,2.0874338837721815
Corpus Christi - TX USA - West San Patricio County,Corpus Christi - TX,West San Patricio County,450839.0,2024-12 to 2029-12,5,0.062249884076604145,0.06624029450006834,0.07039999999999999,-0.004159705499931651,102.0,0.18202012389028233,2.181224003051417
Davenport - IA USA - Davenport/Bettendorf,Davenport - IA,Davenport/Bettendorf,378529.0,2024-12 to 2029-12,5,0.05612454267344957,0.08157812028689945,0.07039999999999999,0.011178120286899462,120.0,0.20221965482548843,2.276577572538482
Davenport - IA USA - Rock Island/Moline,Davenport - IA,Rock Island/Moline,378529.0,2024-12 to 2029-12,5,0.05498021787615248,0.09454812397590673,0.07039999999999999,0.024148123975906738,120.0,0.2266596758642765,2.420945244926722
Dayton - OH USA - Beavercreek/Bellbrook,Dayton - OH,Beavercreek/Bellbrook,814540.0,2024-12 to 2029-12,5,0.060571650880693495,0.05476611167099869,0.07039999999999999,-0.015633888329001297,120.0,0.1560593568664983,2.011171276107823
Dayton - OH USA - Centerville/Kettering,Dayton - OH,Centerville/Kettering,814540.0,2024-12 to 2029-12,5,0.06820624147012522,0.059952334119437775,0.07039999999999999,-0.010447665880562215,120.0,0.18008092470298975,2.1984912356669435
Dayton - OH USA - Central/West,Dayton - OH,Central/West,814540.0,2024-12 to 2029-12,5,0.07284774799991167,0.05037608430554701,0.07039999999999999,-0.020023915694452978,120.0,0.16937698520010103,2.154989618733894
Dayton - OH USA - Fairborn/AFB,Dayton - OH,Fairborn/AFB,814540.0,2024-12 to 2029-12,5,0.0663709746715071,0.06472008430199984,0.07039999999999999,-0.005679915698000151,120.0,0.18597072421788585,2.228320955903536
Dayton - OH USA - Miami County,Dayton - OH,Miami County,814540.0,2024-12 to 2029-12,5,0.061233406836420645,0.10463884968707879,0.07039999999999999,0.0342388496870788,120.0,0.2578830348072667,2.6450592613329977
Dayton - OH USA - Miamisburg/Moraine,Dayton - OH,Miamisburg/Moraine,814540.0,2024-12 to 2029-12,5,0.06885373160971642,0.05386154322388844,0.07039999999999999,-0.01653845677611155,120.0,0.1692016750324965,2.132907264114341
Dayton - OH USA - Northeast Dayton,Dayton - OH,Northeast Dayton,814540.0,2024-12 to 2029-12,5,0.060827290837300874,0.07106705513757268,0.07039999999999999,0.0006670551375726891,120.0,0.18926290385583333,2.21897797298236
Daytona Beach - FL USA - Daytona Beach,Daytona Beach - FL,Daytona Beach,727112.0,2024-12 to 2029-12,5,0.06937373271438796,0.0501761914995946,0.07039999999999999,-0.020223808500405394,92.0,0.16248750103670662,2.095332367101523
Daytona Beach - FL USA - Deland/Deltona,Daytona Beach - FL,Deland/Deltona,727112.0,2024-12 to 2029-12,5,0.06818379463752389,0.04751499960273234,0.07039999999999999,-0.022885000397267652,92.0,0.15572036330279793,2.042659239402826
Daytona Beach - FL USA - Port Orange,Daytona Beach - FL,Port Orange,727112.0,2024-12 to 2029-12,5,0.07004341938190639,0.05580116535288011,0.07039999999999999,-0.014598834647119883,92.0,0.17501241181266636,2.176605375807924
Daytona Beach - FL USA - Southeast Volusia County,Daytona Beach - FL,Southeast Volusia County,727112.0,2024-12 to 2029-12,5,0.06573533430505418,0.05495155979831144,0.07039999999999999,-0.015448440201688549,92.0,0.16547302892112414,2.0959522817537075
Decatur - AL USA - Decatur ,Decatur - AL,Decatur ,159071.0,2024-12 to 2029-12,5,0.06482405840954697,0.03589214487765261,0.07039999999999999,-0.03450785512234738,92.0,0.12688310019553972,1.843040117473285
Denver - CO USA - Aurora,Denver - CO,Aurora,3047449.0,2024-12 to 2029-12,5,0.0715800581994821,0.03807328485391616,0.07039999999999999,-0.03232671514608383,85.0,0.14382037184774665,1.9802611357751863
Denver - CO USA - Broomfield County,Denver - CO,Broomfield County,3047449.0,2024-12 to 2029-12,5,0.07236933854023953,0.034683475468842095,0.07039999999999999,-0.035716524531157895,85.0,0.13860817775212553,1.950916572640124
Denver - CO USA - Downtown Denver,Denver - CO,Downtown Denver,3047449.0,2024-12 to 2029-12,5,0.07063172508433269,0.03284901160137721,0.07039999999999999,-0.03755098839862278,85.0,0.1320447406880414,1.899354985134107
Denver - CO USA - DTC/Southeast Corridor,Denver - CO,DTC/Southeast Corridor,3047449.0,2024-12 to 2029-12,5,0.07613167093339146,0.035762050817054324,0.07039999999999999,-0.03463794918294567,85.0,0.14770668394303876,2.0270301622385265
Denver - CO USA - East Denver ,Denver - CO,East Denver ,3047449.0,2024-12 to 2029-12,5,0.06984765706590679,0.03612735604266419,0.07039999999999999,-0.0342726439573358,85.0,0.13676277330005115,1.9274758565863637
Denver - CO USA - Englewood/Littleton,Denver - CO,Englewood/Littleton,3047449.0,2024-12 to 2029-12,5,0.0688275279088908,0.037758551501087464,0.07039999999999999,-0.032641448498912526,85.0,0.13823551868566542,1.9311923790533991
Denver - CO USA - Glendale University Area,Denver - CO,Glendale University Area,3047449.0,2024-12 to 2029-12,5,0.07198032261987031,0.03715501223424407,0.07039999999999999,-0.03324498776575592,85.0,0.14280635928323893,1.9753847951242183
Denver - CO USA - Lakewood/West Corridor,Denver - CO,Lakewood/West Corridor,3047449.0,2024-12 to 2029-12,5,0.07148928156991663,0.03805109527969699,0.07039999999999999,-0.032348904720303,85.0,0.14353295369449137,1.9784878439989577
Denver - CO USA - North Jefferson County,Denver - CO,North Jefferson County,3047449.0,2024-12 to 2029-12,5,0.07122460942265074,0.03796481823870302,0.07039999999999999,-0.03243518176129697,85.0,0.14294078772697327,1.9730507005939906
Denver - CO USA - Northeast Adams County,Denver - CO,Northeast Adams County,3047449.0,2024-12 to 2029-12,5,0.07138801640220849,0.036676186918744615,0.07039999999999999,-0.033723813081255376,85.0,0.140690193244843,1.9596333232228713
Denver - CO USA - Northwest Adams County,Denver - CO,Northwest Adams County,3047449.0,2024-12 to 2029-12,5,0.07364781832817191,0.039335523968553006,0.07039999999999999,-0.031064476031446984,85.0,0.15017063677168774,2.0302516177073677
Denver - CO USA - Outlying Arapahoe County ,Denver - CO,Outlying Arapahoe County ,3047449.0,2024-12 to 2029-12,5,0.06952259940927985,0.04779411466416621,0.07039999999999999,-0.022605885335833784,85.0,0.15848023182447535,2.067990552099211
Denver - CO USA - South Adams County,Denver - CO,South Adams County,3047449.0,2024-12 to 2029-12,5,0.07369040145101402,0.026874467652087942,0.07039999999999999,-0.04352553234791205,85.0,0.1268326373605142,1.8751957556019532
